text,topic,topic_int
"The Raiders’ move from Oakland to Las Vegas, which has no real football tradition, feels like the money grab it is.",Sports,0
It can be tempting to hook up everything you love to the internet. But take a moment to appreciate some of the objects that can remain unplugged.,Business,1
Reliving Those Arabian Nights,Culture,3
Laboratory tests of a 70-year-old hypothesis illuminate the details of a subtle form of snake locomotion.,Science,2
"Blood tests can determine if you have prediabetes, but losing a small amount of weight can prevent its progression to diabetes.",Science,2
A Grudging Muirfield Votes Against Bigotry,Sports,0
Trump Weighs Rejoining Accord With Pacific Rim in About-Face,Business,1
People with Type 2 diabetes had brain changes in areas related to memory and planning.,Science,2
"This week, the series shed the video game analogy and morphed into an ingenious allegory for the internet.",Culture,3
Trevor Noah Jabs Trump for Not Buying Melania a Birthday Gift,Culture,3
Trevor Noah Mocks President’s Plan for a Military Parade,Culture,3
"Trump Proclaims Tariffs On Steel and Aluminum, And Stocks Sag in Reply",Business,1
Unfurling the Flag for Japan. Then Italy. Then Russia.,Sports,0
"Under Any Flag, Russians Excel In Figure Skating",Sports,0
Prisons for Profit May Cost Society,Business,1
"A Blend of Paint, Fact and Fiction",Culture,3
"A New Tax Scam, and Tips  On How to Deal With It",Business,1
Seeing an Injury Coming At 100 Miles Per Hour,Sports,0
A Newly Discovered Difference Between Alligators and Crocodiles,Science,2
"The free cardboard boxes, which double as a baby’s first bed, aren’t regulated and have not been proven to reduce infant mortality.",Science,2
"Eating red meat increased the risk for diverticulitis, a painful inflammation of the digestive tract.",Science,2
Review: Hopscotching Between Worlds in ‘My Dear Brooklyn’,Culture,3
Nora Burns’s feisty and funny one-woman show recalls those sex-and-drug-filled days of gleefully reckless abandon.,Culture,3
On (Better Than) Equal Footing,Sports,0
Commerce Dept. Recommends Stiff Penalties on Metal Imports,Business,1
"Women’s Champions, in Every Way",Sports,0
A Haunted Site Gymnasts Shouldn’t Have to Revisit,Sports,0
"Guillermo del Toro’s fantasy led the nominations, including one for best picture. “Three Billboards Outside Ebbing, Missouri” and “Dunkirk” also emerged as strong contenders.",Culture,3
"Five months after declaring its interest in hosting the 2026 World Cup, Morocco hasn’t said much about how it proposes to stage the world’s most-watched sporting event.",Sports,0
"If your knees creak and pop, the noises could be an indicator of early arthritis, even if the joint does not hurt.",Science,2
A Magnet For Talent Shakes Up Hollywood,Business,1
"This harrowing and exhilarating revival, featuring an inexhaustible cast of two, summons the agonies and ecstasies of being 17 in a blighted Irish town.",Culture,3
"The Met Museum is replacing aging skylights above its European paintings. You’ll see favorites in natural light, the way old masters painted them.",Culture,3
"No matter what Axe does, he will always be on the outside looking in — a Beverly Hillbilly in designer slacks.",Culture,3
States Confront Spread of Deadly Illness in Deer,Science,2
A bouncy revival of a Noël Coward classic re-establishes the Tony-winning Mr. Kline as one of the great physical comedians.,Culture,3
"Branden Jacobs-Jenkins’s take on a stark 15th-century morality play includes characters like Stuff, Death and Love.",Culture,3
Alexa Will Be Everywhere. We’d Better Get Used to It.,Business,1
Sisters Who Chose ISIS Over Norway,Culture,3
Sleuths like Gloria and Winnie would probably have this case solved if men weren’t constantly getting in the way.,Culture,3
Wind Buffets Energy Landscape,Business,1
"In the digestive tracts of leeches, scientists find evidence of elusive forest species.",Science,2
"The International Paralympic Committee said that it would not restore the nation’s team to compete at the Pyeongchang Games, but that some athletes could compete as individuals.",Sports,0
"At the New York Academy of Art, facial reconstruction — fusing art and science — may help identify the missing, including migrants.",Culture,3
"A revival of Martin McDonagh’s play features Marie Mullen as the mother, Mag; almost 20 years ago she played Maureen, Mag’s daughter.",Culture,3
"For Parkland Students,  Broadway’s Regards",Culture,3
"‘The Walking Dead,’ Season 8, Episode 9 Recap: A Lesson Before Dying",Culture,3
"There is an unusual club of receivers, including Larry Fitzgerald and Randy Moss, who made a stunning catch that briefly appeared to secure a championship. Here are memories of what almost was.",Sports,0
"A Danish study found that routine mammograms do not reduce the incidence of advanced tumors, and can lead to overdiagnosis.",Science,2
Face of Yanks’ Glory Days Will Get a Lasting Tribute,Sports,0
Think Your Office Pool Is the Best? Think Again,Sports,0
Indexes Rise Even as Trade Fight Between U.S. and China Grows,Business,1
Why ‘Sorry’ Is Still the Hardest Word,Business,1
Should I Give Up Drinking to Lose Weight?,Science,2
"None of the remaining competitors for the $20 million award will be able to get off the ground by March 31, a deadline that had already been extended multiple times.",Science,2
The Glare Varies for Two Actors,Culture,3
"Judging from the reaction, the official portraits of former President Barack Obama and first lady Michelle Obama were anything but bland. Tell us what you thought of them.",Culture,3
The Ohio federal judge overseeing hundreds of opioid lawsuits wants a swift settlement with solutions. But first he must tame skeptical legal lions.,Science,2
"If it weren’t for Sy and Nikki, the Stussy brothers might have made nice by now. But this is “Fargo,” and the body count is still low.",Culture,3
Further Broad Declines Agitate Global Markets And Unnerve Investors,Business,1
Triple Threat Suddenly Faces A Singular Task,Sports,0
They exploit our data and make us unhappy. They spread misinformation and undermine democracy. Is salvation possible for social networks?,Business,1
"Nonadherence to prescriptions causes some 125,000 deaths a year in the United States alone.",Science,2
"Jocelyne Lamoureux-Davidson scored the winning goal in a shootout to give the United States a 3-2 victory against Canada, the four-time defending Olympic champion.",Sports,0
"At the exclusive three-day conference run by Amazon in the California desert, the merely brilliant rub shoulders with the geniuses.",Business,1
Leicester City Learns Magic Goes Only So Far,Sports,0
This Barber? He Has Demons,Culture,3
Compressing your workouts into one or two days a week can still have substantial benefits.,Science,2
“The Affair” got back to Montauk with an Alison-and-Cole episode.,Culture,3
Matters Over a Troubled Mind,Culture,3
James Corden Responds to Nikki Haley’s Grammys Criticism,Culture,3
"Promoting his new book, the former F.B.I. director told Stephen Colbert that the country should not become “numb” to the president’s behavior.",Culture,3
Hip-Hop Has an Irish Lilt,Culture,3
A Squeaker and a Laugher,Sports,0
"Youth, Crowds, Goals: Germany Aims to Keep It That Way",Sports,0
"Charles H. Rivkin, an assistant secretary of state during the Obama administration, is now the chairman of the Motion Picture Association of America. He takes over in a time of upheaval.",Business,1
"One of Chicago’s most influential jazz musicians, Ms. Mitchell released two standout albums last year, and is the artist-in-residence at Winter Jazzfest.",Culture,3
One Man’s Shards of Childhood,Culture,3
"Who smokes marijuana anymore? Because of more sophisticated marketing, people can now vape it, eat it, drink it and apply it, leading to an explosion in sales.",Business,1
New Tax Law Likely to Curtail Affordable Rent,Business,1
Heart: Blood Pressure Target: 120,Science,2
Postwar Global Order Is Attacked From Within,Business,1
"The carmaker declined to elaborate on what led to the departure of Raj Nair, who had been with the company for three decades and had led its North American operations since June.",Business,1
The Times and The New Yorker Share Prize for Abuse Coverage,Business,1
"From the first scene, Season 2 of Hulu’s Emmy-winning drama tests the limits of how much suffering its characters, and its audience, can take.",Culture,3
Take This App And Call Me In the Morning,Business,1
"Big air is a new event at the Olympics, and the mothers and fathers of the competitors probably deserve medals just for watching.",Sports,0
"The action in this piece at the Under the Radar festival unfolds both on a screen and below it, as you watch illusion-makers work with video, shadow puppets and scrims.",Culture,3
Raw Octopus That Quivers? Don’t Mind if I Do,Sports,0
Researchers are struggling to understand what causes “self-neglect” — and how to fix it.,Science,2
"In this play, three women try to figure out a suitable purpose for a site behind a former prison associated with Augusto Pinochet.",Culture,3
We associate presidents with eras — and eras with strong or weak economies. But the reality is more complicated.,Business,1
"The addition of Balotelli has drawn attention to Nice, a French club on the upswing since its president, Jean-Pierre Rivère, took over five years ago.",Sports,0
Remarks about Sarah Huckabee Sanders opened a partisan divide in an awkward evening of comedy and politics.,Business,1
"Warming Up for His Grilling In Jacket, Tie and Hair Shirt",Business,1
"‘The Americans’ Season 6, Episode 3 Recap: Moscow Believes in Beef Stew",Culture,3
"Hollywood’s Envoy, Schooled In Diplomacy (and Muppets)",Business,1
"A Martyr, Sane And Sensible",Culture,3
"NASA’s new spacecraft, to be launched next month, will give scientists a much clearer view of the planets orbiting stars near to us.",Science,2
Winless Campaign Is Beside the Point for Many,Sports,0
A Swift Success Marred by Scandal,Sports,0
A longtime tennis writer looks at the sport and sees some ways it can improve.,Sports,0
The Right Way to Fall,Science,2
"It was a dizzying 48 hours of activity among the upper echelons of European soccer, but Arsenal was not yet ready for a change at the top.",Sports,0
Body: Anemia Tied to Hearing Loss,Science,2
"The former pornographic film actress was recently interviewed by “60 Minutes,” and Colbert was eager to offer his take on the controversy.",Culture,3
"Prior versions were seen as predatory and eventually vanquished. The newer kind are more customer-friendly, but consumer watchdogs remain wary.",Business,1
Why Beijing’s Response  Has Been Rather Muted,Business,1
"AEM Lleida recently conquered 13 boys’ teams in a junior regional league in Spain, where women’s soccer remains mostly a sideshow.",Sports,0
"Al has been stagnating on all fronts, but this week he got a wake-up call.",Culture,3
"Internet companies were built on a model in which people gave up their information for free services. Now, that idea is under siege.",Business,1
Par for the Course: Woods Is Hurt Again,Sports,0
It’s Curtains for ‘Gypsy’,Culture,3
"Robert Taylor, 85, Who Helped Create the Internet, Dies",Business,1
"The Education Department, whose scrutiny has led hundreds of campuses to close, is now led by Betsy DeVos, who has investments in the industry.",Business,1
From Stand-In to Standout for Villanova,Sports,0
Title for Washington: Saddest Sports Town,Sports,0
"Our rising dependence on cameras is changing our language, and the company behind Snapchat is counting on the eventual dominance of visual culture.",Business,1
"When Next Recession Hits,  Don’t Count on the Safety Net",Business,1
"The franchise, which began play in 1993, has never started a season this hot.",Sports,0
A (spoiler-filled) discussion of Ava DuVernay’s polarizing film adaptation of the classic young adult novel.,Culture,3
"Taking oral corticosteroids for only a month or less may increase the risk of blood clots, infections and broken bones.",Science,2
An impresario known for his ceremonies at Olympic Games is recreating one of the world’s great masterpieces. Will the spectacle appeal to tourists and Romans?,Culture,3
Permits to hunt bighorn sheep are auctioned for hundreds of thousands of dollars — and that money has helped revive wild sheep populations and expand their territory.,Sports,0
What are the chances Axe can actually keep his hand out of the cookie jar?,Culture,3
A Year Of Peak Picasso,Culture,3
"Dr. Nassar, the former U.S.A. Gymnastics and Michigan State team doctor, was sentenced to 40 to 175 years in prison for sexual abuse.",Sports,0
The Theater for a New Audience’s revival of Thornton Wilder’s apocalyptic comedy feels surprisingly appropriate for a world threatened by climate issues and packed with refugees.,Culture,3
"Athletes have said that they were sexually abused by the team doctor at the national training center in Texas, and Simone Biles said she dreads returning there. She shouldn’t have to.",Sports,0
‘The Handmaid’s Tale’ Episode 4 Recap: Survival Lessons,Culture,3
What Does Wells Fargo Do Now?,Business,1
Robert O’Hara’s latest satire takes on too many targets as it imagines a future world in which men still ruin everything.,Culture,3
"Unlike most cinematic portrayals of Wall Street, “Billions” again demonstrates its willingness to make its characters revolting.",Culture,3
A young soldier whose genitals were destroyed underwent extensive reconstructive surgery that doctors hope to offer to others who were wounded at war.,Science,2
"“Julius Caesar” and “X: Or, Betty Shabazz v. the Nation” illuminate each other as they run in repertory at the New Victory Theater.",Culture,3
"‘Trust’ Season 1, Episode 6 Recap: A Dead Body Focuses the Mind",Culture,3
The thorny dynamics of community powers a compelling episode.,Culture,3
"It’s not clear that statins prevent first heart attacks and strokes in older patients, and the drugs do have side effects that can be harmful.",Science,2
"‘Homeland,’ Season 6, Episode 4: A Warning to All Young Men — Avoid Carrie",Culture,3
Inquiry Into Ex-City Ballet Chief Ends in a Cloud,Culture,3
One Day Your Mind May Fade. But You Can Plan Ahead.,Science,2
The Greatest Plays You Don’t Remember,Sports,0
The sport’s governing bodies are taking a crazy quilt of regulations and boiling them down to a maxim: Use common sense.,Sports,0
Kushner’s Links To Israel Imperil Peacemaker Role,Business,1
"A lawsuit filed by an employee of Mr. Cohen’s company, Point72, alleges that senior employees discriminate against women. The firm denies the allegations.",Business,1
World Is Bracing as Era  Of Easy Money Is Ending,Business,1
How to Lower Breast Cancer Risk,Science,2
"The discovery could rewrite the migration story of our species, pushing back by about 50,000 years when Homo sapiens were thought to have first left Africa.",Science,2
The deal comes amid a flurry of exemptions and revisions to the steel and aluminum protections announced this month by the White House.,Business,1
"The administration, fearing Chinese technological dominance, is considering tighter restrictions on Chinese researchers in the United States as a trade fight escalates.",Business,1
"At stake is the fate of thousands of supermarket workers, many of whom belong to labor unions and are owed pensions when they retire.",Business,1
"Not for the First Time, Harvey Apologizes",Sports,0
Till We Have Faces,Culture,3
"As Facebook Loses Luster, Tech Stocks Await Fallout",Business,1
"Citing back spasms, Woods withdrew from the Genesis Open and the Honda Classic, three tournaments into his latest comeback. Hope that he can again regain top form dimmed.",Sports,0
"Though wages are growing sluggishly over all, some of the strongest increases are in blue-collar and service industries as employers vie for help.",Business,1
"A Race She Couldn’t Lose, Until She Did",Sports,0
The Boy’s Rescued. He Isn’t Free.,Culture,3
Surefire Winner? Certain Bust? Let the Debates Begin,Sports,0
"In the impoverished northeast, devoted parents live around the needs of children whose grave disabilities are only beginning to be understood.",Science,2
"Researchers have created a tiny robot, small enough to navigate a stomach or urinary system, that one day may be used to deliver drugs inside the body.",Science,2
"‘Fargo’ Season 3, Episode 2: ‘Unfathomable Pinhead-ery’",Culture,3
Sons Steer Murdoch Empire Away From Its Past,Business,1
"As calls for gun bans intensify after the Parkland shooting, some sellers proudly display AR-15 semiautomatic rifles but say they support some limits.",Business,1
Miners Lament  Trump’s Silence  On Health Plan,Business,1
Science Panel Cites Dangers in Vaping as Debate Swirls on E-Cigarettes,Science,2
 A brief history of the cosmologist's discoveries and life.,Science,2
"In acquiring the ace Chris Sale, Boston showed that it was living for the here and now. In passing on him, the Yankees chose to bet on the future.",Sports,0
"“Hippocratic,” a documentary about Dr. M.R. Rajagopal, who helps India’s dying, shows the desperate need for the same drugs maligned for causing overdoses.",Science,2
Fury in Germany as Rap Duo With Anti-Jewish Lyrics Gets Award,Culture,3
"Workers In Tech, Use The Force",Business,1
Malik Newman Leads Kansas Past Duke and Into the Final Four,Sports,0
Packers’ Playoff Miseries as Memorable as Any Title,Sports,0
Oprah 2020? Late Night Is Intrigued,Culture,3
“The Good Fight” is at its most political and confounding this week.,Culture,3
Excellence Over Time Puts Roddick in Hall,Sports,0
"As the women behind Time’s Up figure out if they can sustain the momentum from Sunday’s event, the Academy Awards face the specter of uncomfortable male moments.",Culture,3
"In Greenwich, Conn., a town brimming with hedge fund managers, teachers have to study up on finance to try to find better investment options for retirement.",Business,1
"‘Billions’ Season 2, Episode 6 Recap: Wendy’s Back",Culture,3
Heart: Race as a Heart Health Factor,Science,2
"Chameleons of the Sea: The Cuttlefish, a Master of Camouflage, Demonstrates a New Trick",Science,2
"Archaeologists announced the discovery of the specimen found in the Arabian desert, providing new clues to the exodus of Homo sapiens from Africa.",Science,2
"In a messy episode of “Star Trek: Discovery,” we have yet another plot twist in the mirror universe and an untimely death.",Culture,3
"They Are Nominees, Hear Them Roar",Culture,3
Kimmel responded to public criticisms that the president has leveled at Amazon over the past few days.,Culture,3
Next Project For Ballmer: Follow Money In Government,Business,1
Knicks Invent New Type of Loss as Owner Banishes Ex-Stalwart,Sports,0
"Aside from the Williams sisters, no U.S. woman has played in a major final since 2005, and no man has won one since 2003, but the nation had the most players in each draw in Melbourne.",Sports,0
Road closings during marathons can lead to treatment delays that may be fatal.,Science,2
"‘Westworld’ Season 2, Episode 2 Recap: No Judgment",Culture,3
"After a Volcano’s Ancient Supereruption, Humanity May Have Thrived",Science,2
"Many differences between the two reptiles center on their heads and mouths, but researchers in Japan have found features in their limbs that set them apart.",Science,2
"In the Future, Men Still Ruin Everything",Culture,3
"Navient made serious mistakes at every step of the loan collection process, the Consumer Financial Protection Bureau said in a lawsuit.",Business,1
Love ‘La La Land’? Hate It? So Do We,Culture,3
"Strong Sales at Gun Show, but Cracks in Solidarity",Business,1
"‘RuPaul’s Drag Race’ Season 10, Episode 2: Conflama Is Abuse",Culture,3
The new smartphone is packed with gimmicky new features like a personal emoji creator. Don’t be surprised if getting used to those emoji takes what a Samsung executive called “an adjustment period.”,Business,1
It takes impressive swagger for a show to spend an entire episode chasing a red herring. But the gamble pays off.,Culture,3
"‘The Leftovers’ Season 3, Episode 4: Disappearing Act",Culture,3
Children whose mothers consumed the most licorice averaged seven points lower on I.Q. tests than those whose mothers ate little or no licorice.,Science,2
The Self-Driving Car Industry’s Biggest Turning Point Yet,Business,1
"Standard doses of two TB drugs were insufficient in African subjects also infected with H.I.V., a study finds. Experts say treatment guidelines should be revised.",Science,2
One-time rewards now consume a bigger portion of payroll budgets than salary increases that deliver longer-term returns.,Business,1
Living the Quirky Dream,Culture,3
"Systems in the brains of male and female songbirds are well-developed and finely tuned, but the wiring is different.",Science,2
"The characters in Martyna Majok’s new play come from Poland, Afghanistan, Honduras and elsewhere. Illegal or not, they’re New Yorkers now.",Culture,3
"‘Homeland,’ Season 6, Episode 5: Quinn Is Not Your Ideal Babysitter",Culture,3
Have you seen ‘Ready Player One’? Let’s talk.,Culture,3
"‘The Leftovers’ Season 3, Episode 6 Recap: The End Is Near",Culture,3
"Winemakers may add sugar to wine to “improve” the taste, and sugar content can vary widely.",Science,2
Home Is Where The Court Is,Sports,0
Taking On Genital Reconstruction,Science,2
Sergi Roberto scored in stoppage time to cap a remarkable 6-5 aggregate victory and bring his team a berth in the quarterfinals.,Sports,0
Caps and Contracts Make Anthony a Tough Trade,Sports,0
"“Natasha, Pierre & the Great Comet of 1812” is among four diverse shows that will vie for best new musical. Bette Midler is the front-runner for her role in “Hello, Dolly!”",Culture,3
Agassi to Coach Djokovic at French Open,Sports,0
Is a Teen Moody? Or Depressed?,Science,2
"Axe is finding his way back to his outlaw self, caution be damned.",Culture,3
Trump Cuts Cast Doubt on Infrastructure,Business,1
F.C.C. Head Plots Course To Ease Rules On Internet,Business,1
"Based on ballots made public, Posada, the stalwart catcher of four Yankees title teams, has not received the level of support he’ll need to stay in consideration for enshrinement.",Sports,0
This week’s episode featured the beloved Snatch Game challenge.,Culture,3
"Chris Wells’s chatty, memoirish show at Dixon Place combines outrageous fashion and original songs.",Culture,3
"Doctors who tend to spend more in treating hospitalized patients do not get better results than those who spend less, a new study has found.",Science,2
"‘The Americans’ Season 5, Episode 10 Recap: Puppet Master Paige",Culture,3
"There is a May 1 deadline for students to choose a college and place a deposit, but increasingly, the negotiations continue well beyond that.",Business,1
Running May Be Good for Knees,Science,2
"“Power to the People” at the Schirn Kunsthalle Frankfurt focuses on the universal subject of politics in art, rather than on the political issues themselves.",Culture,3
The Ultimate Hunt: Sheep,Sports,0
Big Investors Could Sway Gunmakers,Business,1
A Rugby Anthem’s Unlikely Origins,Sports,0
"Widely used in other countries, a variety of the cannabis plant is providing contractors with more efficient construction materials for houses and other structures.",Science,2
"Fox News Ousts O’Reilly, A Host Central to Its Rise",Business,1
"Accused of defrauding the Postal Service by doping while under its sponsorship, Armstrong averted a trial next month by agreeing to the settlement.",Sports,0
"As a new season dawns, many baseball people wonder where the game evolves from here. It is not a question of if things will change, only when and how.",Sports,0
"Dakari Johnson, a rookie center for the Oklahoma City Thunder, is a result of generations of hard work and big dreams.",Sports,0
Stain Permeates Basketball Blue Blood,Sports,0
"Once a Dynamic Duo, Now Just an Awkward Pairing",Sports,0
"This week, a video tells a lie, but it’s a lie that half the country wants to hear and embrace. And the truth won’t put a dent in that.",Culture,3
Paige has seen blood on her mother’s hands before. But never quite like this.,Culture,3
"At the Top, The Pay Gap May Be Gone",Business,1
The role that daughters play in health care has received little attention. Now experts are sounding the alarm about the toll it takes on women.,Science,2
Another Dive Puts Market in Correction Territory,Business,1
"Barring  The Russians, But Not  Really",Sports,0
"Knut Nystad prefers to remain invisible, because if the team underperforms, he becomes a figure of national ridicule.",Sports,0
"In an episode dominated by images of eyes, many of the most significant exchanges relied on little or no speech at all.",Culture,3
"After a Partner Dies, Mourning the Loss of Sex",Science,2
"After the Rangers blew a late two-goal lead in Game 2 against the Senators, Coach Alain Vigneault says, “Minutes are based on how you’re playing, not experience.”",Sports,0
"The Wit of Tina Fey, in Song",Culture,3
"This revival of J. B. Priestley’s 1932 comedy depicts a busy Saturday in the life of a harried, financially imperiled aristocrat.",Culture,3
Some people with early-stage Alzheimer’s disease showed improved physical abilities and slowed memory loss from a walking program.,Science,2
"Losing Vision, but Not Independence",Science,2
"Simon Stone’s latter-day riff on Federico García Lorca’s poetic tragedy goes to extremes, in this portrait of a journalist trying to conceive a child.",Culture,3
Ford Ousts Unit Chief As Turmoil Deepens,Business,1
We’re witnessing the stirrings of a national popular movement aimed at defeating the policies of the president.,Business,1
Crackdown on For-Profit Colleges Is Said to Go Idle Under Trump Team,Business,1
What to Watch for in Fed’s Rate Decision,Business,1
‘Beirut’ Trailer Was Supposed to Thrill. It Didn’t.,Culture,3
"In Stephen Adly Guirgis’s play, directed by Estelle Parsons at La MaMa, Satan’s arrival unleashes magic.",Culture,3
"Apple, After Tax Cut Windfall, Will Bring Billions Back to U.S.",Business,1
Up Down or Out,Sports,0
"Steven Levenson’s comedy-drama explores multiple and contradictory dimensions of self-perception through its portrait of a family, the Fischers.",Culture,3
Relatives of patients resuscitated against their instructions are increasingly willing to sue over “wrongful life.”,Science,2
Baseball’s Too Slow. Here’s How You Fix It.,Sports,0
Unmoored by a Psychotic Break,Science,2
The Internet Comes for the Local Grocery Store,Business,1
The bohemians and aristocrats are gathered in the Sussex countryside in 1914. Guess who’s crashing the party?,Culture,3
‘Atlanta’ Season 2 Premiere: It’s Robbin’ Season,Culture,3
 Teammates Since 3rd Grade Anchor a Cinderella Story,Sports,0
Dieting: No Magic in Fasting,Science,2
Frightful but Not Invincible,Business,1
"Depleted by injuries, the Spurs leaned on the oldest player left in the N.B.A. playoffs, and he gave them a vintage performance.",Sports,0
"Winter Olympics 2018: Medals Table, Results and Schedule",Sports,0
Our tech columnist tried to skip digital news for a while. His old-school experiment led to three main conclusions.,Business,1
The suspensions of two star players have raised concerns that Twenty20 may be bringing the threat of doping along with its explosion of cash.,Sports,0
Shedding pessimism after seeming to be hopelessly trapped in a cycle of low growth and inflation.,Business,1
"End of the World, in Jersey",Culture,3
The Federal Trade Commission is said to be examining whether the social media giant violated a 2011 agreement.,Business,1
"The 34-year-old singer and songwriter’s major-label debut, “Girl Going Nowhere,” is the sound of a confident, gifted artist being her genuine self.",Culture,3
"Newman, a sophomore, scored 32 points and hit crucial 3-pointers as the No. 1-seeded Jayhawks beat No. 2 Duke and advanced to a matchup with Villanova.",Sports,0
Mixed Results for Testosterone,Science,2
"An emerging field, digital phenotyping, tries to assess people’s well-being based on their interactions with digital devices.",Business,1
"Petrochemical companies were hit by a series of cyberassaults last year. The worst of them, against a widely used safety system, could have set off an explosion.",Business,1
The Daughter Care System,Science,2
"Two new books, Roseann Lake’s “Leftover in China” and Elizabeth Flock’s “The Heart Is a Shifting Sea,” examine how marriage has withstood breakneck economic growth and social change in China and India.",Culture,3
Let’s Not Go to the Tape,Culture,3
"The administration sees a greater role for the private sector in returning to the moon and running the International Space Station, which it would stop financing in 2025.",Science,2
How to Make a Company Right a Wrong,Business,1
Comic’s Sick Joke: Warm TV Dad,Culture,3
Copy and Conquer: Facebook Wins Again,Business,1
"An aggressive typhoid strain, resistant to five types of antibiotics, is expected to replace other endemic strains worldwide. It could evolve to become untreatable.",Science,2
The first rap acts in Ireland emerged in the early 1990s. But it has taken until now for the music and the culture to start flourishing.,Culture,3
"This season’s team, a No. 1 seed in the N.C.A.A. tournament, has demanded more than just X’s and O’s and motivational speeches from Self. And he has given more.",Sports,0
"A lawsuit contends that the main ingredient in Roundup, the world’s most widely used weed killer, can cause cancer.",Business,1
The Rutgers athletic program has lived high above its means in its pursuit of success in college athletics.,Sports,0
Who’ll  Help Mom?,Science,2
What Season Is It? Some Plants and Animals Are Baffled,Science,2
Allies Brace For Trade War As Deadline Draws Near,Business,1
"‘Atlanta’ Season 2, Episode 7 Recap: Drake Has Left the Building",Culture,3
"Ain Gordon’s messy, heartbreaking show is both eulogy and autobiography, capturing the exciting and ungentrified city he knew in the 1970s.",Culture,3
"After Hillary Clinton appeared on the Grammys, the U.N. ambassador tweeted that the awards show should not “ruin great music with trash.” James Corden fired back.",Culture,3
"Officials are close to limiting doses of the painkillers, but doctors say doing so could put older patients into withdrawal or lead them to buy deadly street drugs.",Science,2
"“In a Pickle,” at the Brooklyn Academy of Music, is “The Winter’s Tale” for 2- through 5-year-olds. More emphasis on the sheep, less on the scary stuff.",Culture,3
The Caged Beast Awakens,Culture,3
These Spiders Hunt Other Spiders,Science,2
"‘The Good Fight’ Season 1, Episode 6: Potency and Perspective",Culture,3
Publishers Compelled To Cancel Book Deals Over Sex Misconduct,Business,1
"Built For Comfort: Inside Wounded Flies, Fat Cells Race to Help",Science,2
"A report by antidoping officials says the coach, Alberto Salazar, violated drug protocols with Dathan Ritzenhein, Mo Farah and other elite runners.",Sports,0
"Karen McDougal, a former Playboy model, was just freed from a nondisclosure agreement surrounding her alleged relationship with President Trump. Colbert is wary.",Culture,3
14 Oscar Nods for ‘La La Land’,Culture,3
A new online citizen science questionnaire is a brain teaser for people who think they’re good at guessing the breeds in the genetic makeup of a mutt.,Science,2
"In the show’s next-to-last season finale, the spies’ travel plans change. Twice.",Culture,3
An A.L.S. Diagnosis Remains Dire,Science,2
"‘Homeland,’ Season 6, Episode 7: The Latest, Most Terrible News About Dar Adal",Culture,3
"‘The Walking Dead’ Season 8 Finale: War Is Over, if You Want It",Culture,3
"Facebook tracks even nonusers as they surf the web, and House members grilled Mark Zuckerberg, Facebook’s chief executive, about the practice during his second day of hearings.",Business,1
"Dealers are scrambling every which way amid a recall of over 60 million Takata airbags, and consumers need to ask some very pointed questions.",Business,1
A Brooklyn Family’s Long March Finally Reaches the N.B.A.,Sports,0
Mind: Distress Is Tied to Death Rate,Science,2
"Trump Proclaims Sexual Assault Awareness Month, and Late Night Thinks It’s a Joke",Culture,3
Gymnasts’ Abuse Draws Sentence  Likely to Be Life,Sports,0
The Mets Are 8-1. Get Excited. They Are.,Sports,0
The Sketch Guy’s Most Valued Lessons Still Sting. How About Yours?,Business,1
Mikaela Shiffrin’s Gold Rush Begins With a Bang,Sports,0
"The president said his advisers would look into rejoining a trade deal he withdrew from last year, as the White House tries to help farmers who will be hurt by its trade measures.",Business,1
How Google Conquered The American Classroom,Business,1
Hackers can exploit two major security flaws in microprocessors running virtually all machines on Earth. What do you do now?,Business,1
"Background checks and waiting periods for gun purchases may help reduce suicide rates, a new study suggests.",Science,2
President Trump said he would consider tariffs on $100 billion more in Chinese goods in retaliation for Beijing’s plan to set levies on American products.,Business,1
Most patients don’t have any idea what they have agreed to let their doctors do to them.,Science,2
Grabbing Card Bonuses Before Banks Pull Them,Business,1
"In a will that she signed days before she died, Ms. Lee assigned her literary assets to a trust.",Culture,3
Behavior like Rose’s mysterious absence on Monday tends to spring up in organizations when the negligence comes from the top down.,Sports,0
"In Settlements, A Silver Lining For Big Banks",Business,1
Wake Up! Your Triple Axel Is at 10 A.M.,Sports,0
Backup Lifts Tide Backup,Sports,0
Most patients in a large study either took less of the lifesaving medicines than needed or stopped taking the drugs entirely within two years.,Science,2
Some in Hollywood see a double standard in the awards season treatment of Casey Affleck and Nate Parker.,Culture,3
"Three plays are presented in “Author Directing Author,” by Neil LaBute, Marta Buchaca and Marco Calvani, who direct one another’s works.",Culture,3
Dental problems are epidemic among older people. Experts are scrambling to address them in a variety of ways.,Science,2
The spinoff of “RuPaul’s Drag Race” returned for its third season on Thursday.,Culture,3
Where Shakespeare Meets Black Power,Culture,3
‘Great Comet’ Shines Bright,Culture,3
Recruiting Assistants a Top Job for Ewing,Sports,0
"‘Here and Now’ Season 1, Episode 6: The Butterfly Effect",Culture,3
"Tempted to sell? Answer these six questions first, including ones about your timing, your goals, your predictive skills and your overall anxiety level.",Business,1
"Eat: Smokers, Eat Your Vegetables",Science,2
The penultimate episode of the season was the show’s darkest and best hour to date.,Culture,3
"Mainstays such as Alex Rodriguez and David Ortiz are gone, providing the next generation of players an opportunity to write a new chapter in an old feud.",Sports,0
